CODM;RAZAO_SOCIAL;CNPJ;NATUREZA;COD_IES;INSTITUICAO;SIGLA;TELEGONE;SITE;EMAIL;ENDERECO;CIDADE;UF;TIPO;TIPO2;CATEGOORIA;CATEGORIA2;DATA1;CT;ANO_CT;CT_EAD;ANO_EAD;IGC;ANO2;OBS;RLEGAL;OBS3;STIUACAO
1495;CENTRO DE ENSINO SUPERIOR ALMEIDA RODRIGUES LTDA - EPP;04.284.276/0001-08;Privada com fins lucrativos;3157;INSTITUTO SUPERIOR DE EDUCAÇÃO ALMEIDA RODRIGUES (ISEAR);ISEAR;(64) 36204700;www.faculdadefar.com.br;isear@faculdadefar.com.br;Rua Quinca Honório leão - 1030 - CEP: 75909-030 - Morada do Sol;Rio Verde;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;27/09/2002;3;2023;-;;3;2023;;;;Ativa
3345;INSTITUTO SUPERIOR DE EDUCACAO ANTONINO FREIRE - ISEAF;07.524.185/0001-82;Pessoa Jurídica de Direito Público - Estadual;5204;INSTITUTO SUPERIOR DE EDUCAÇÃO ANTONINO FREIRE - ISEAF (ISEAF);ISEAF;(86) 3216 3271;;iseaf2004@yahoo.com.br;Praça Firmina Sobreira - s/n - CEP: 64002-190 - Matinha;Teresina;PI;Faculdade;EAD - Superior / Presencial - Superior /;Publica;Pública Estadual;16/12/2004;-;;-;;-;;;;Suspensão contrato FIES, Suspensão PROUNI;Ativa
17056;INSTITUICAO SUPERIOR DE ENSINO, PESQUISA E EXTENSAO LTDA;29.502.298/0001-10;Privada com fins lucrativos;2320;INSTITUTO SUPERIOR DE EDUCAÇÃO ATENEU (ISEAT);ISEAT;(27) 33191617;www.iseat.com.br;secretaria@iseat.com.br;Rua Professor Annor Silva - 106 - CEP: 29102-160 - Coqueiral de Itaparica;Vila Velha;ES;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;10/09/2004;3;2017;4;2019;2;2023;;;Em Descredenciamento voluntário, Suspensão das Prerrogativas de Autonomia, Suspensão de autonomia para EAD, Suspensão de ingresso nos cursos de especialização Lato Sensu;Ativa
14983;FUNDACAO CENTRO UNIVERSITARIO ESTADUAL DA ZONA OESTE;10.889.295/0001-52;Pessoa Jurídica de Direito Público - Estadual;5019;INSTITUTO SUPERIOR DE EDUCAÇÃO DA ZONA OESTE (ISE ZONA OESTE);ISE ZONA OESTE;;www.faetec.rj.gov.br;ise.uezo@faetec.rj.gov.br;Rua Manoel Caldeira de Alvarenga - 1203 - CEP: 23070-200 - Quintino-Bocaiúva;Rio de Janeiro;RJ;Faculdade;EAD - Superior / Presencial - Superior /;Publica;Pública Estadual;12/01/2006;-;;-;;-;;;;Suspensão contrato FIES, Suspensão PROUNI;Ativa
1896;CEIB-CENTRO DE EDUCACAO E IDIOMAS DE BARRETOS LTDA. - EPP;03.041.351/0001-39;Privada com fins lucrativos;2922;INSTITUTO SUPERIOR DE EDUCAÇÃO DE BARRETOS (ISEB);ISEB;(17) 3324-5994;www.isebarretos.edu.br;jose.roberto.girardo@gmail.com;Rua 06 - 963 - CEP: 14780-713 - Centro;Barretos;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;12/01/2005;3;2017;-;;2;2016;;;Em supervisão - Procedimento Sancionador sem Medida Cautelar;Ativa
1292;SOCIEDADE EDUCACIONAL CAXIENSE S/C LTDA.;03.963.172/0001-59;Privada com fins lucrativos;1974;INSTITUTO SUPERIOR DE EDUCAÇÃO DE CAXIAS (ISEC);ISEC;(99)34217000;www.faionline.edu.br;fai@faionline.edu.br;Rua Coronel Libânio Lobo - 805 - CEP: 65608-010 - Centro;Caxias;MA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;29/01/2002;3;2017;-;;SC;2023;;;;Ativa
467;AUTARQUIA MUNICIPAL DO ENSINO SUPERIOR DE GOIANA;11.408.812/0001-97;Pessoa Jurídica de Direito Público - Municipal;4398;INSTITUTO SUPERIOR DE EDUCAÇÃO DE GOIANA (I.S.E.G.);I.S.E.G.;(81) 3626-0517;www.fadimab.edu.br;fadimab@fadimab.edu.br;Rua Poco Rei - S/N - CEP: 55900-000 - CENTRO;Goiana;PE;Faculdade;EAD - Superior / Presencial - Superior /;Publica;Pública Municipal;24/05/2004;-;;-;;SC;2016;;;Suspensão contrato FIES, Suspensão PROUNI;Ativa
15680;INSTITUTO CAICARA DE PESQUISA E ENSINO SUPERIOR LTDA.;12.464.371/0001-03;Privada com fins lucrativos;2202;INSTITUTO SUPERIOR DE EDUCAÇÃO DE GUARATUBA (ISEPE Guaratuba);ISEPE Guaratuba;(41) 34428500;www.isepe.edu.br;coord.pedagogica@isepe.edu.br;Rua Joaquim Menelau de Almeida Torres - 101 - CEP: 83280-000 - Piçarras;Guaratuba;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;27/12/2002;3;2024;-;;3;2023;;;;Ativa
1267;INSTITUTO SUPERIOR DE EDUCACAO DE SAO PAULO - ISESP;04.162.324/0001-87;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1930;INSTITUTO SUPERIOR DE EDUCAÇÃO DE SÃO PAULO (SINGULARIDADES/ISESP);SINGULARIDADES/ISESP;(11) 3034-5445;www.singularidades.com.br;alessandra.caetano@singularidades.com.brgisele.pinheiro@singularidades.com.brddi@kroton.com.br;Rua Mairinque - 256 - CEP: 04037-020 - Vila Clementino;São Paulo;SP;Faculdade;EAD - Superior / EAD - Lato-sensu / Presencial - Superior /;Privada;Privada sem fins lucrativos;06/11/2001;4;2023;4;2024;4;2023;;;;Ativa
890;ASSOCIACAO PENINSULA NORTE DE EDUCACAO CIENCIA E CULTURA;00.078.694/0001-80;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;2491;INSTITUTO SUPERIOR DE EDUCAÇÃO DO CECAP (ISCECAP);ISCECAP;(61) 99658-3334;http://www.iscecap.site;secreatariaiscecap@gmail.com;Shin Eql 9/11 Lote B - S/N - CEP: 71515-205 - Lago Norte;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;09/12/2002;-;;-;;2;2019;;;Em supervisão - Procedimento Sancionador sem Medida Cautelar, Suspensão contrato FIES, Suspensão PROUNI;Ativa
1288;CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA;28.955.961/0001-79;Privada sem fins lucrativos;1962;INSTITUTO SUPERIOR DE EDUCAÇÃO DO CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA (ISECENSA);ISECENSA;(22)2726-2727;www.isecensa.edu.br;adairsberga@isecensa.edu.br;Rua Salvador Correa - 139 - CEP: 28035-310 - Centro;Campos dos Goytacazes;RJ;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;29/01/2002;5;2024;-;;4;2023;;;;Ativa
2331;FUNDACAO UNIVERSITARIA DE ITAPERUNA;39.217.278/0001-50;Pessoa Jurídica de Direito Público - Municipal;3682;INSTITUTO SUPERIOR DE EDUCAÇÃO DO MUNICÍPIO DE ITAPERUNA (ISEMI);ISEMI;(22) 3824 6519;www.funita.edu.br;funita@funita.edu.br;Rua Luis Carlos Ferreira Tirado - 148 - CEP: 28300-000 - Cidade Nova;Itaperuna;RJ;Faculdade;EAD - Superior / Presencial - Superior /;Publica;Pública Municipal;16/12/1999;-;;-;;3;2023;;;;Ativa
904;FUNDACAO DE APOIO A ESCOLA TECNICA DO EST.RIO DE JANEIRO;31.608.763/0001-43;Pessoa Jurídica de Direito Público - Estadual;1357;INSTITUTO SUPERIOR DE EDUCAÇÃO DO RIO DE JANEIRO (ISERJ);ISERJ;(21) 23341749;www.iserj.net/portalacademico;direcao.dg@iserj.edu.br;Rua Mariz e Barros - 273 - CEP: 20270-003 - Praça da Bandeira;Rio de Janeiro;RJ;Faculdade;EAD - Superior / Presencial - Superior /;Publica;Pública Estadual;15/10/1998;-;;-;;3;2019;;;;Ativa
709;AUTARQUIA EDUCACIONAL DE AFOGADOS DA INGAZEIRA-AEDAI;11.479.037/0001-60;Pessoa Jurídica de Direito Público - Municipal;5054;INSTITUTO SUPERIOR DE EDUCAÇÃO DO SERTÃO DO PAJEÚ (ISESP);ISESP;;;aedai@zaz.com.br;Rua Doutor Osvaldo Gouveia - s/n - CEP: 56800-000 - Centro;Afogados da Ingazeira;PE;Faculdade;EAD - Superior / Presencial - Superior /;Publica;Pública Municipal;18/09/2003;-;;-;;-;;;;Suspensão contrato FIES, Suspensão PROUNI;Ativa
18068;EDUCARE SISTEMA EDUCACIONAL DE ENSINO SUPERIOR LTDA;38.368.001/0001-66;Privada com fins lucrativos;1998;INSTITUTO SUPERIOR DE EDUCAÇÃO ELVIRA DAYRELL (ISEED);ISEED;(31) 3243-0967;www.iseed-faved.com.br;secretaria@iseed-faved.com.brprofesfatima@hotmail.com correiodoemilio@gmail.com;Rodovia de Ligação da Br 120a Br 256 - S/N - CEP: 39730-000 - Centro;Virginópolis;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;20/11/2003;3;2011;-;;2;2023;;;;Ativa
1439;ASSOCIACAO EVANGELICA DE ENSINO;96.745.427/0001-98;Privada sem fins lucrativos;2192;INSTITUTO SUPERIOR DE EDUCAÇÃO IVOTI (ISEI);ISEI;51 3563-8600;www.institutoivoti.com.br;superior@institutoivoti.com.br;Rua Júlio Hauser - 171 - CEP: 93900-000 - Sete de Setembro;Ivoti;RS;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;16/07/2002;4;2022;-;;4;2023;;;;Ativa
1589;FUNDACAO O.CI.D.E.M.NT.E.-7C.D.E.;01.389.776/0001-08;Privada sem fins lucrativos;2969;INSTITUTO SUPERIOR DE EDUCAÇÃO OCIDENTE (OCIDEMNTE);OCIDEMNTE;7,19911E+21;www.iseo.com.br;ocidemnte@gmail.comdiretoria@iseo.edu.brpaulajs@terra.com.br;Alameda Praia de Tambaú - 288 - CEP: 41600-010 - Itapoan;Salvador;BA;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;28/03/2006;4;2018;4;2019;3;2019;;;Suspensão contrato FIES, Suspensão PROUNI;Ativa
904;FUNDACAO DE APOIO A ESCOLA TECNICA DO EST.RIO DE JANEIRO;31.608.763/0001-43;Pessoa Jurídica de Direito Público - Estadual;5018;INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSOR ALDO MUYLAERT (ISEPAM);ISEPAM;(22)27315896;http://www.faetec.rj.gov.br/desup;direcaogeralisepam@gmail.com;Avenida Alair Ferreira - 37 - CEP: 28100-000 - Turf Club;Campos dos Goytacazes;RJ;Faculdade;EAD - Superior / Presencial - Superior /;Publica;Pública Estadual;15/08/2001;-;;-;;3;2023;;;;Ativa
401;FUNDACAO EDUCACIONAL DE ALEM PARAIBA;17.708.520/0001-56;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;4219;INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSORA NAIR FORTES ABU-MERHY (ISEFOR);ISEFOR;(32) 3462 7030;www.feap.edu.br;fundacaoap@ig.com.br;Rua Isabel Herdy Alves - 305 - CEP: 36660-000 - SAO JOSÉ;Além Paraíba;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;20/04/2001;3;2017;-;;2;2019;;;;Ativa
1374;CENTRO DE ESTUDOS PSICO PEDAGOGICOS PRO-SABER;68.586.957/0001-03;Privada sem fins lucrativos;2091;INSTITUTO SUPERIOR DE EDUCAÇÃO PRÓ-SABER (ISEPS);ISEPS;(21) 2266 7440;www.prosaber.org.br;anacelina@prosaber.org.br;Rua Largo dos Leões - 70 - CEP: 22260-210 - Humaitá;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;12/08/2004;3;2023;-;;-;;;;;Ativa
1785;ASSOCIACAO UNIVERSITARIA INTERAMERICANA;60.552.551/0001-90;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;2744;INSTITUTO SUPERIOR DE EDUCAÇÃO VERA CRUZ (ISE VERA CRUZ);ISE VERA CRUZ;(11) 3838-5998;www.veracruz.edu.br;eventos@veracruz.edu.br secretaria.instituto@veracruz.edu.br;Rua Baumann - 73 - CEP: 05318-000 - Vila Leopoldina;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;05/09/2003;4;2024;4;2021;3;2023;;;;Ativa
904;FUNDACAO DE APOIO A ESCOLA TECNICA DO EST.RIO DE JANEIRO;31.608.763/0001-43;Pessoa Jurídica de Direito Público - Estadual;5015;INSTITUTO SUPERIOR DE TECNOLOGIA EM HORTICULTURA (ISTHORTICULTURA);ISTHORTICULTURA;;www.faetec.rj.gov.br;ist.campos@faetec.rj.gov.br;Avenida Wilson Batista - s/n - CEP: 28060-560 - Parque Aldeia;Campos dos Goytacazes;RJ;Faculdade;EAD - Superior / Presencial - Superior /;Publica;Pública Estadual;18/03/2002;-;;-;;-;;;;;Ativa
1061;CAEDRHS - ASSOCIACAO DE ENSINO;03.642.383/0001-90;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1615;INSTITUTO SUPERIOR DO LITORAL DO PARANÁ (ISULPAR);ISULPAR;4 131 333 105;www.isulpar.edu.br;mirian140752@gmail.com;Avenida Coronel José Lobo - 711 - CEP: 83203-340 - Costeira;Paranaguá;PR;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;26/12/2000;3;2024;-;;3;2023;;;;Ativa
13393;ASSOCIACAO DO MINISTERIO PUB DO EST DO RIO DE JANEIRO;42.177.410/0001-52;Privada sem fins lucrativos;12410;INSTITUTO SUPERIOR DO MINISTERIO PUBLICO (ISMP);ISMP;2122421232;www.amperj.org;carolina.viana@escoladedireito.org.br;Rua Rodrigo Silva - 26 - CEP: 20011-902 - Centro;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;06/08/2019;4;2018;-;;-;;;;Em supervisão - Procedimento Sancionador sem Medida Cautelar, Suspensão contrato FIES, Suspensão PROUNI;Ativa
711;ASSOCIACAO EDUCACIONAL LUTERANA BOM JESUS/IELUSC;84.685.163/0001-45;Privada sem fins lucrativos;1014;INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC (BOM JESUS/IELUSC);BOM JESUS/IELUSC;(47) 30268000;www.ielusc.br;paulo.aires@ielusc.br, juliana.turmina@ielusc.br;Rua Princesa Isabel - 438 - CEP: 89201-270 - Centro;Joinville;SC;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;13/12/1996;5;2023;-;;4;2023;;;;Ativa
867;FUNDACAO EDUCACIONAL DE TAQUARITINGA - FETAQ;02.634.667/0001-71;Privada sem fins lucrativos;1300;INSTITUTO TAQUARITINGUENSE DE ENSINO SUPERIOR DR. ARISTIDES DE CARVALHO SCHLOBACH (ITES);ITES;(16)32538200;www.ites.com.br;secretaria@ites.com.br;Praça Doutor Horácio Ramalho - 159 - CEP: 15900-047 - Centro;Taquaritinga;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;11/07/1997;4;2023;-;;3;2023;;;;Ativa
851;AESJC ENSINO SUPERIOR DE SAO JOSE DOS CAMPOS LTDA.;53.318.853/0001-32;Privada com fins lucrativos;1276;INSTITUTO TAUBATÉ DE ENSINO SUPERIOR (I.T.E.S.);I.T.E.S.;(11)5586 4291;www.ites.edu.br;pigeral@unip.brpigeral2020@gmail.com;Avenida Dom Pedro I - 3.575 - CEP: 12090-000 - Jardim Eulália;Taubaté;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;18/01/1999;4;2023;-;;3;2023;;;;Ativa
392;COMANDO DA AERONAUTICA;00.394.429/0020-73;Pessoa Jurídica de Direito Público - Federal;602;INSTITUTO TECNOLÓGICO DE AERONÁUTICA (ITA);ITA;(12) 3947 5732;www.ita.br;chefe.igrca@ita.br;Praça Mal. Eduardo Gomes - 50 - CEP: 12228-900 - Vila das Acácias;São José dos Campos;SP;Faculdade;EAD - Superior / Presencial - Superior /;Publica;Pública Federal;17/01/1950;5;2022;-;;5;2023;;;;Ativa
1288;CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA;28.955.961/0001-79;Privada sem fins lucrativos;1961;INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRª AUXILIADORA (ITCSAS/CENSA);ITCSAS/CENSA;(22)998028194;www.isecensa.edu.br;adairsberga@isecensa.edu.br;Rua Salvador Correa - 139 - CEP: 28035-310 - Centro;Campos dos Goytacazes;RJ;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;18/01/2002;4;2024;4;2023;3;2023;;;;Ativa
442;CASA DE NOSSA SENHORA DA PAZ ACAO SOCIAL FRANCISCANA;33.495.870/0001-38;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;2468;INSTITUTO TEOLÓGICO FRANCISCANO (ITF);ITF;(24) 2243 9959;http://www.itf.edu.br/;nleg@itf.edu.br;Rua Coronel Veiga - 550 - CEP: 25655-151 - Centro;Petrópolis;RJ;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;28/03/2002;4;2019;-;;4;2023;;;;Ativa
1117;FACEB EDUCACAO LTDA;03.099.921/0001-41;Privada com fins lucrativos;22759;Instituto Una de Itabira (Una);Una;;www.una.br;regulatorio@animaeducacao.com.br;Rua Guarda-Mor Custódio - 60 - CEP: 35900-003 - Centro;Itabira;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;28/04/2021;4;2018;-;;-;;;;Unificação de Mantidas;Ativa
143;AMC - SERVICOS EDUCACIONAIS LTDA;43.045.772/0001-52;Privada com fins lucrativos;23235;Instituto Universitário São Judas de Guarulhos;-;;;regulatorio@animaeducacao.com.br;Rua do Rosário - 476 - CEP: 07111-080 - Vila Camargos;Guarulhos;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;18/04/2022;5;2019;-;;-;;;;Unificação de Mantidas;Ativa
143;AMC - SERVICOS EDUCACIONAIS LTDA;43.045.772/0001-52;Privada com fins lucrativos;23241;Instituto Universitário São Judas de São Bernardo do Campo;-;;;regulatorio@animaeducacao.com.br;Avenida Pereira Barreto - 1479 - CEP: 09751-000 - Centro/Baeta Neves;São Bernardo do Campo;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;14/08/2020;5;2019;-;;4;2023;;;Unificação de Mantidas;Ativa
2095;SOCIEDADE CATALANA DE EDUCACAO LTDA;05.373.130/0001-93;Privada com fins lucrativos;3319;Instituto Universitário Una de Catalão (Catalana);Catalana;31 3319-9226;www.una.br;regulatorio@animaeducacao.com.br;Avenida Presidente Médici - s/n - CEP: 75706-420 - Santa Cruz;Catalão;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;17/11/2005;5;2023;-;;3;2023;;;Unificação de Mantidas;Ativa
1117;FACEB EDUCACAO LTDA;03.099.921/0001-41;Privada com fins lucrativos;23244;Instituto Universitário UNA de Conselheiro Lafaiete;-;;;regulatorio@animaeducacao.com.br;Rua Melvin Jones - 90 - CEP: 36400-107 - Campo Alegre;Conselheiro Lafaiete;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;22/11/2021;5;2019;-;;-;;;;;Ativa
3052;BRASIL EDUCACAO S/A;05.648.257/0001-78;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;23251;Instituto Universitário UNA de Itumbiara;-;31 3319-9226 ou (31) 9 8462-4513;;regulatorio@animaeducacao.com.br;Avenida Santos Dumont - 979 - CEP: 75503-260 - Centro;Itumbiara;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;14/08/2025;4;2019;-;;-;;;;;Ativa
985;DOM BOSCO ENSINO SUPERIOR LTDA.;02.797.469/0001-29;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;26443;International Orofacial Academy RP (IOA RP);IOA RP;;;graziele.lima@grupokefraya.com.br;Rua Lafaiete - 275 - CEP: 14015-080 - Centro;Ribeirão Preto;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;11/11/2022;5;2022;-;;-;;;;;Ativa
12683;IPE - INSTITUTO DE PESQUISAS ECOLOGICAS;66.831.223/0001-09;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;16508;IPE INSTITUTO DE PESQUISAS ECOLOGICAS (IPE);IPE;;;cpadua@ipe.org.br;;;;Instituição Especialmente Credenciada para oferta de cursos lato sensu;;Privada;Privada sem fins lucrativos;;-;;-;;-;;;;;Ativa
3542;IPOG - INSTITUTO DE POS-GRADUACAO & GRADUACAO LTDA;04.688.977/0001-02;Privada com fins lucrativos;12916;IPOG - INSTITUTO DE PÓS-GRADUAÇÃO & GRADUAÇÃO (IPOG);IPOG;062 3945-5050;http://www.ipog.edu.br;paulo@ipog.edu.br;Rua T 55, QUADRA 105 - 713 - CEP: 74215-170 - Setor Bueno;Goiânia;GO;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;18/09/2009;5;2023;4;2023;4;2023;;;;Ativa
18448;IRMANDADE DA SANTA CASA DE MISERICORDIA DE SAO PAULO;62.779.145/0001-90;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;28546;ISANTACASA - INSTITUTO SANTA CASA DE EDUC PESQ E INOVAÇÃO (ISANTACASA);ISANTACASA;;www.santacasasp.org.br;isantacasa@santacasasp.org.br;Rua Amaral Gurgel - 236 - CEP: 01221-000 - Vila Buarque;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;17/04/2025;4;2024;-;;-;;;;;Ativa
3527;ISTITUTO EUROPEO DI DESIGN - SAO PAULO (IED-SAO PAULO);08.620.427/0001-02;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;11807;Istituto Europeo di Design (IED SP);IED SP;(11) 36608000;http://www.ied.edu.br;c.hashimoto@ied.edu.br;R. MARANHÃO - 617 - CEP: 01240-001 - HIGIENÓPOLIS;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;18/09/2009;4;2023;5;2023;3;2021;;;;Ativa
17070;LYRA & LISBOA EMPREENDIMENTOS EDUCACIONAIS LTDA;29.079.748/0001-03;Privada com fins lucrativos;25776;L2 LABOR (L2 LABOR);L2 LABOR;(82)98215-4151 (82)99983-3646;;lisboa_p@outlook.com;LOTEAMENTO RUA PROJETADA - S/N - CEP: 57500-000 - SANTO ANTONIO;Santana do Ipanema;AL;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;25/10/2022;3;2021;-;;-;;;;Suspensão contrato FIES, Suspensão PROUNI;Ativa
19803;CENTRO EDUCACIONAL FORTALEZA LTDA;48.351.151/0001-10;Privada com fins lucrativos;26591;LA FACULDADES (FACLA);FACLA;11 96903-3012;;diretoria@facla.com.br;Rua Formosa - 75 - CEP: 01049-000 - Centro;São Paulo;SP;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;19/09/2024;-;;3;2022;-;;;;;Ativa
18078;HIGHWAY EDUCACIONAL LTDA;40.182.860/0001-08;Privada com fins lucrativos;25881;LCA - Law Concept Academy (LCA);LCA;(11)999617101;www.lca.edu.br;secretaria@lca.edu.br;Avenida da Liberdade - 1000 - CEP: 01502-001 - Liberdade;São Paulo;SP;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;24/04/2024;-;;4;2022;-;;;;;Ativa
18242;LEGACY SCHOOL RECREIO LTDA;33.806.664/0001-00;Privada com fins lucrativos;26395;LEGACY FACULDADE INTERNACIONAL;-;;;;Avenida das Américas - 6700 - CEP: 22793-080 - Barra da Tijuca;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;09/05/2024;4;2023;-;;-;;;;;Ativa
408;FUNDACAO EDUCACIONAL COMUNITARIA DE S S PARAISO MG;24.903.999/0001-47;Privada sem fins lucrativos;5599;LIBERTAS - FACULDADES INTEGRADAS (LIBERTAS);LIBERTAS;(35)3531-1998;www.libertas.edu.br;secretaria_docs@libertas.edu.brlibertas@libertas.edu.br;Avenida Wenceslau Bras - 1018 - CEP: 37950-000 - Lagoinha;São Sebastião do Paraíso;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;24/01/1972;4;2023;-;;3;2023;;;;Ativa
17290;BRAVIA EDUCACAO HOLDING S.A.;31.239.816/0001-04;Privada com fins lucrativos;23868;Link School of Business (LSB);LSB;;https://lsb.edu.br;contato@lsb.com.br;Avenida Brigadeiro Luís Antônio - 5.083 - CEP: 01401-002 - Jardim Paulista;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;04/06/2020;5;2019;-;;-;;;;;Ativa
15886;FACULDADE VALE DO ACO LTDA;12.513.048/0001-82;Privada com fins lucrativos;26617;LUMEN Educacional (LUMEN);LUMEN;;;diretor.geral@favale.edu.br;ROD BR 222 - 01 - CEP: 65930-000 - Jardim Alah;Açailândia;MA;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;31/12/2024;-;;4;2023;-;;;;;Ativa
18100;INSTITUTO FACUMINAS EAD LTDA;26.934.799/0001-87;Privada com fins lucrativos;22084;Minas Faculdade (MFMG);MFMG;3 138 423 838;;secretaria@facuminasead.com.br;Avenida Bom Clima - 106 - CEP: 07196-220 - Jardim Bom Clima;Guarulhos;SP;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;10/03/2022;-;;3;2019;-;;;;;Ativa
13331;INSTITUTO DE NOVA EDUCACAO LTDA - ME;09.524.663/0001-80;Privada com fins lucrativos;14313;NOVA FACULDADE (NF);NF;(31)32730798;www.novafaculdade.com.br;diretorgeral@novafaculdade.com.br;Avenida Cardeal Eugenio Pacelli - 1996 - CEP: 32217-970 - Cidade Industrial;Contagem;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;20/10/2010;4;2023;-;;3;2023;;;;Ativa
19;SOCIEDADE CAMPINEIRA DE EDUCACAO E INSTRUCAO;46.020.301/0001-88;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS (PUC-CAMPINAS);PUC-CAMPINAS;(19)3343-7119;www.puc-campinas.edu.br;reitoria@puc-campinas.edu.br;Rua Professor Doutor Euryclides de Jesus Zerbini - 1516 - CEP: 13087-571 - Parque Rural Fazenda Santa Cândida;Campinas;SP;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;21/11/1941;5;2023;4;2013;4;2023;;;;Ativa
366;SOCIEDADE GOIANA DE CULTURA;01.587.609/0001-71;Privada sem fins lucrativos;527;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS (PUC GOIÁS);PUC GOIÁS;(62)33096165 e 39461052;www.pucgoias.edu.br;reitoria@pucgoias.edu.br;AVENIDA UNIVERSITÁRIA - 1440 - CEP: 74605-010 - SETOR UNIVERSITÁRIO;Goiânia;GO;Universidade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;17/10/1959;4;2023;5;2023;3;2023;;;;Ativa
